transaction_id,user_id,timestamp,amount,merchant_category,hour,day_of_week,month,user_age,account_age_days,transaction_count_day,amount_last_hour,amount_last_day,velocity_1h,avg_amount_30d,std_amount_30d,geographic_risk,device_risk,device_type,payment_method,time_since_last_transaction,is_fraud
txn_002202,user_4015,2025-09-10 10:15:01.960865,47.07,retail,6,2,9,41,815,7,198.6079341066769,873.9542608805025,2,379.4785914966132,74.04934342285824,0.774526360169313,0.432609586761031,tablet,card_chip,1300,0
txn_002203,user_1228,2025-08-25 03:15:01.960958,22.52,online,13,0,8,22,1744,5,81.5684622699165,462.2263646757324,3,442.4278388815914,91.74722072024369,0.010046943861529201,0.1424492587772494,desktop,contactless,54,0
txn_002204,user_4587,2025-08-18 07:15:01.961056,9.44,restaurant,9,0,8,46,249,8,134.143760702878,966.5468453025352,2,231.40673062812508,32.40215859773472,0.5866568550255348,0.34732626288834995,mobile,contactless,639,0
txn_002205,user_2833,2025-09-11 00:15:01.961149,17.95,retail,16,3,9,72,499,2,91.24215085652112,395.203994871123,3,339.31174203680587,126.66832602600262,0.14485990512166796,0.017205522952262298,desktop,card_chip,993,0
txn_002206,user_4476,2025-09-14 07:15:01.961266,5.21,restaurant,9,6,9,60,836,2,62.94241669014915,375.5822700755539,2,454.6738542279721,107.28215711894475,0.529501977739733,0.05325681704121932,desktop,card_chip,1349,0
txn_002207,user_8843,2025-09-07 19:15:01.961456,25.14,restaurant,21,6,9,19,200,5,83.4220682931218,487.5275307000589,3,278.7083189093301,27.6038291075819,0.7966146375715728,0.17959061699666207,mobile,online,674,0
txn_002208,user_5658,2025-09-07 11:15:01.961639,67.5,online,5,6,9,55,1564,2,23.10480246154889,502.217135989902,4,130.21387474485311,145.99814082453366,0.16821882690109125,0.39004297920873826,tablet,card_swipe,1241,0
txn_002209,user_5459,2025-09-11 18:15:01.961838,192.48,grocery,22,3,9,53,881,6,31.52953258956539,708.0793855595833,1,337.21578506405615,101.63071721234222,0.5761288397216061,0.4338262272539963,desktop,card_chip,1415,0
txn_002210,user_8432,2025-08-23 22:15:01.961951,36.21,gas_station,18,5,8,35,1993,5,199.14557109173364,794.087823368986,5,130.148445181296,87.95828982964291,0.16805935606942513,0.041487797195188914,desktop,card_chip,358,0
txn_002211,user_7874,2025-09-12 07:15:01.962051,81.04,restaurant,9,4,9,36,1972,9,133.73210470819424,284.6982781943534,2,207.59136812582366,193.00628434392016,0.1047830371491366,0.49517126189720684,desktop,online,368,0
txn_002212,user_6588,2025-08-24 08:15:01.962150,30.83,restaurant,8,6,8,20,1304,6,130.2919716139836,235.3525351393408,4,117.3753060245352,196.0123962341061,0.009617094104327163,0.17619767025648048,desktop,card_chip,700,0
txn_002213,user_8033,2025-09-07 00:15:01.962252,30.38,grocery,16,6,9,45,1150,1,161.8362206893212,547.6065547036646,1,377.7510055430801,45.56773520179512,0.13438559691270974,0.28853567363164606,desktop,online,546,0
txn_002214,user_8958,2025-08-25 14:15:01.962347,61.5,grocery,2,0,8,19,1754,2,170.18471508085713,143.73865272534115,4,110.9507880073227,103.45195503210074,0.5746299905295279,0.08453178410150008,tablet,card_chip,1117,0
txn_002215,user_3117,2025-08-26 05:15:01.962441,106.06,gas_station,11,1,8,24,943,8,143.71246259696525,600.7422186386839,3,129.872245284318,38.76726071619118,0.20979483586494344,0.3710231803003383,tablet,card_swipe,695,0
txn_002216,user_9809,2025-08-29 15:15:01.962539,37.14,retail,1,4,8,63,1669,6,174.5067298364334,103.48618949839135,5,482.8716894219284,182.37784144730358,0.4415157192841672,0.29264823997857364,desktop,online,473,0
txn_002217,user_8580,2025-08-25 18:15:01.962634,133.92,grocery,22,0,8,50,1667,5,102.31755245335614,590.714376416979,5,402.2116473616421,61.630764410824305,0.5590321690278218,0.03278825664762053,mobile,card_swipe,179,0
txn_002218,user_5266,2025-09-07 18:15:01.962732,116.83,gas_station,22,6,9,26,1117,6,42.514631634645504,272.72798237322587,3,488.14787019463216,20.511719729093056,0.5912252344905009,0.3075406001565104,desktop,online,179,0
txn_002219,user_8707,2025-09-15 20:15:01.962825,61.82,restaurant,20,0,9,49,372,8,129.51327315245175,300.9617675613423,5,183.68548869274156,105.0149673488015,0.13840589617388854,0.4027922884265007,mobile,card_swipe,894,0
txn_002220,user_6951,2025-08-26 00:15:01.962919,127.18,grocery,16,1,8,55,752,8,129.3663085674289,654.1184050152847,5,344.4526908326257,107.58450110428114,0.6066656694675471,0.21283874049528567,desktop,card_chip,995,0
txn_002221,user_9628,2025-08-28 20:15:01.963013,262.78,online,20,3,8,50,605,1,162.88574695790615,541.3820044115798,5,468.271036419898,143.1948144466491,0.4971469076205109,0.3789153187169054,desktop,card_chip,419,0
txn_002222,user_4191,2025-08-21 07:15:01.963110,55.14,retail,9,3,8,36,1138,8,167.2058281455397,636.4101750401938,5,306.03216473876137,90.71379646764298,0.20258618817446392,0.4523873707498914,mobile,contactless,685,0
txn_002223,user_2703,2025-08-27 22:15:01.963204,170.85,grocery,18,2,8,58,1316,6,116.24987892163499,643.2453699825654,1,362.0770378811337,125.37718912371427,0.25798949744407546,0.21652159895439482,tablet,card_swipe,477,0
txn_002224,user_1905,2025-09-12 06:15:01.963321,39.3,gas_station,10,4,9,61,1213,1,14.894159773707138,582.7729230023326,4,184.01215084956834,133.94059570095754,0.7302339560234201,0.31227138483180733,mobile,card_swipe,246,0
txn_002225,user_5647,2025-09-13 19:15:01.963429,19.4,online,21,5,9,39,953,9,78.79360919622869,249.91134704856537,1,335.17931912708934,24.63175373667496,0.7913801701183872,0.1479721624569541,tablet,card_chip,496,0
txn_002226,user_8952,2025-09-15 17:15:01.963527,100.86,restaurant,23,0,9,41,627,5,103.74063582452418,121.93946655056826,2,495.15657249771897,139.76862712777844,0.05501914626457012,0.29421217484759526,mobile,card_chip,280,0
txn_002227,user_5145,2025-09-12 00:15:01.963625,31.67,online,16,4,9,25,1882,2,43.87168835651609,405.2883957771336,1,391.70646600041016,175.902943089743,0.006328566043973894,0.4428114551970803,tablet,card_swipe,491,0
txn_002228,user_8671,2025-09-16 15:15:01.963720,189.56,retail,1,1,9,33,948,8,4.820149415979325,942.1764136640013,1,137.94591127607072,134.3442968217181,0.03448042756666494,0.49673613812881434,tablet,card_chip,802,0
txn_002229,user_6487,2025-08-30 06:15:01.963815,44.96,restaurant,10,5,8,55,261,8,138.85091260390507,796.1216162663183,3,182.2408978656657,47.75116772943391,0.4285132583801833,0.21851999600262767,desktop,card_chip,816,0
txn_002230,user_1011,2025-09-10 21:15:01.963909,10.17,online,19,2,9,61,691,6,9.335150561635942,235.5490035467863,4,342.5891206744655,152.99424827892398,0.4973291667146622,0.19326964606917385,tablet,card_chip,972,0
txn_002231,user_8477,2025-09-04 19:15:01.964003,26.11,gas_station,21,3,9,38,563,1,64.49608121200927,493.27045382640733,5,274.55802522303134,131.47406547454108,0.6208705979584274,0.4714710591118193,mobile,card_swipe,1251,0
txn_002232,user_6064,2025-09-02 11:15:01.964103,100.0,restaurant,5,1,9,58,917,2,83.42593783457598,920.7700719932191,1,263.33305732146925,88.20604208581292,0.6356540511642528,0.40532513513174545,tablet,contactless,113,0
txn_002233,user_7537,2025-09-11 02:15:01.964197,15.1,grocery,14,3,9,23,1517,9,72.86507054933942,474.2366357328794,4,425.52880267109134,180.05809492380948,0.6130166507687099,0.2917930060838245,desktop,card_swipe,261,0
txn_002234,user_2667,2025-08-19 14:15:01.964295,143.26,online,2,1,8,31,630,7,173.30515979630195,480.35159696957874,4,454.409252274833,50.7024842393476,0.3402886970726797,0.48025923351672434,desktop,card_swipe,708,0
txn_002235,user_1907,2025-08-30 23:15:01.964389,25.22,online,17,5,8,34,1939,6,105.18670293456216,297.6624911230561,4,360.77466030827736,57.49045569639436,0.5753514780875381,0.29371642944219595,mobile,card_chip,416,0
txn_002236,user_8549,2025-09-04 01:15:01.964484,435.78,online,15,3,9,69,300,9,157.5192650366492,719.6501375391272,2,488.6688808000226,157.44163196471715,0.6813917913323908,0.25282478445176554,mobile,online,71,0
txn_002237,user_2418,2025-08-25 11:15:01.964577,132.74,online,5,0,8,29,205,7,52.87088451341386,932.8996855022148,3,118.8740249830365,51.60725851241758,0.5850995854876485,0.00045438332109032364,mobile,contactless,1109,0
txn_002238,user_4140,2025-08-18 17:15:01.964674,61.08,retail,23,0,8,19,967,7,177.62226154476218,718.7383216338906,2,346.1025109102043,111.33040574043113,0.5865457024977422,0.21034038853825537,mobile,card_swipe,751,0
txn_002239,user_1797,2025-08-31 15:15:01.964768,84.02,restaurant,1,6,8,54,1400,8,18.034764716409168,94.61133815638564,3,174.72835715667105,142.2650656052321,0.43740040961305593,0.3894328132923979,desktop,contactless,820,0
txn_002240,user_7967,2025-08-23 04:15:01.964862,25.14,grocery,12,5,8,33,584,9,80.38128481456613,523.6316679915179,5,376.8514105004535,155.07571077506967,0.4731948217359803,0.22403224207975692,desktop,online,129,0
txn_002241,user_1572,2025-09-16 16:15:01.964959,201.74,grocery,0,1,9,26,1634,6,155.42224526960337,619.9451802708885,3,235.41513977770708,92.93226404022654,0.773285069327589,0.22335091897210013,desktop,card_chip,337,0
txn_002242,user_6632,2025-09-06 15:15:01.965053,16.84,restaurant,1,5,9,43,831,2,1.4087107037614954,611.7736016508462,1,72.94529313378058,108.04923882198915,0.6668995547722498,0.1257671861956891,tablet,online,97,0
txn_002243,user_7380,2025-09-14 22:15:01.965149,101.28,gas_station,18,6,9,62,1853,5,195.34069080016704,436.9047520543491,3,257.46540762071817,191.83345374160416,0.23580583004358743,0.24445635690787043,tablet,contactless,595,0
txn_002244,user_2752,2025-09-13 12:15:01.965244,41.09,gas_station,4,5,9,65,814,9,86.65912815844638,553.9066049638855,3,224.24216804245302,38.12772443410643,0.3146997133191139,0.07933152211396544,tablet,online,746,0
txn_002245,user_7405,2025-09-15 14:15:01.965338,126.05,online,2,0,9,48,775,5,74.3103734087305,340.1660712265542,4,232.0032817824172,163.18651296451938,0.1786872079236088,0.23520927982139067,desktop,card_swipe,1237,0
txn_002246,user_4048,2025-08-29 00:15:01.965431,55.94,online,16,4,8,61,136,6,181.07946281298314,51.68335375490818,4,373.27814661961145,123.77551733998101,0.7809504325535392,0.47243703163051015,tablet,card_chip,902,0
txn_002247,user_8089,2025-08-21 07:15:01.965530,92.1,online,9,3,8,41,823,8,94.64640690531425,759.2768231021342,3,131.80205634671182,20.487465506580456,0.39036946097462605,0.4643087359947209,mobile,contactless,766,0
txn_002248,user_1013,2025-09-06 23:15:01.965631,13.42,retail,17,5,9,44,424,1,143.62637563079875,499.75534164563805,1,221.1432539685878,114.56690711170815,0.0025683116816214383,0.15523897822309468,tablet,card_swipe,806,0
txn_002249,user_5670,2025-08-18 16:15:01.965726,55.34,gas_station,0,0,8,19,495,5,115.50326261698788,778.5158175542177,3,133.39476974803028,74.16545995985686,0.2785895447728202,0.09377114500250222,tablet,card_swipe,718,0
txn_002250,user_3908,2025-08-31 21:15:01.965820,94.75,restaurant,19,6,8,27,1287,9,70.88555660417254,492.77109945822576,5,318.6907412956156,84.15327719939323,0.34681891808063015,0.21130030897346236,tablet,online,178,0
txn_002251,user_3176,2025-09-06 14:15:01.965914,34.84,retail,2,5,9,29,771,8,47.17634046876129,82.82229221760534,5,242.49263353228665,144.07607650367135,0.6077857439757954,0.9138834967521079,tablet,online,302,1
txn_002252,user_4820,2025-09-08 20:15:01.966035,79.94,gas_station,20,0,9,23,547,5,108.11401332418176,232.4075718895838,4,298.35067573013896,185.93959385145695,0.021144076153285687,0.2036888665266232,mobile,online,1134,0
txn_002253,user_3484,2025-09-12 09:15:01.966129,51.55,retail,7,4,9,66,1445,4,140.99837675027507,822.251235323796,2,415.53538256708134,103.67858006686248,0.08091381403617995,0.42315374135788963,tablet,card_chip,482,0
txn_002254,user_8524,2025-08-22 15:15:01.966226,55.43,grocery,1,4,8,32,334,8,79.16822109159185,167.850941224254,3,305.7530172467184,159.96582080716453,0.5720985542154997,0.26992171799092546,desktop,card_swipe,1247,0
txn_002255,user_8930,2025-09-05 14:15:01.966346,8.71,online,2,4,9,47,733,5,155.79710039430802,333.25489955843517,2,85.74230499629991,148.8605291559147,0.4416806755281842,0.21722010990122537,desktop,online,1391,0
txn_002256,user_9779,2025-08-24 03:15:01.966459,80.22,gas_station,13,6,8,43,823,8,58.40974916001163,116.03347146753161,1,79.18152076941367,110.17509934525584,0.7357743449894064,0.3037601094284365,tablet,contactless,143,0
txn_002257,user_3380,2025-08-31 23:15:01.966552,26.21,retail,17,6,8,25,996,1,20.673217990870164,644.2894840116269,5,499.3435264649363,89.82573957049036,0.7658293583311089,0.20189025197590754,tablet,card_swipe,1073,0
txn_002258,user_1825,2025-08-31 19:15:01.966645,14.84,grocery,21,6,8,32,756,9,103.87690020370776,529.6772459729676,3,335.11596970012505,88.15203676701023,0.17493145150646916,0.09941060195810214,tablet,card_swipe,197,0
txn_002259,user_4772,2025-09-06 12:15:01.966742,90.94,grocery,4,5,9,40,566,9,46.660310748246545,52.85756253268532,1,189.6524665187955,135.31202097040426,0.5382892253459142,0.41805666658526525,mobile,card_swipe,1318,0
txn_002260,user_1279,2025-08-25 14:15:01.966836,90.52,online,2,0,8,26,1589,2,56.22803528982958,113.62850548154042,1,167.04217107849422,78.0301678472255,0.2729162774471936,0.3657913559294175,mobile,card_chip,31,0
txn_002261,user_6678,2025-08-18 00:15:01.966933,258.22,gas_station,16,0,8,62,1970,8,152.20399247918232,210.03686655157935,4,148.98706187693608,113.20442810785175,0.46346464533625176,0.09141201982034836,tablet,contactless,422,0
txn_002262,user_7221,2025-08-30 15:15:01.967026,21.51,grocery,1,5,8,52,1566,9,87.93457437562324,911.9141950627921,5,277.02478824736136,78.12235816160073,0.7814936823714641,0.3628417769486136,mobile,card_swipe,229,0
txn_002263,user_5194,2025-09-11 07:15:01.967120,31.73,gas_station,9,3,9,21,374,8,87.55781672745331,420.65764725163706,1,154.20547051992378,154.8513400331044,0.6599390848166908,0.3745703081325898,mobile,online,258,1
txn_002264,user_8703,2025-08-31 12:15:01.967241,147.92,grocery,4,6,8,48,1481,4,194.70418515801657,863.1368101362798,4,437.35406203940556,121.74454117342972,0.2861983944334849,0.18617100030958156,mobile,online,133,0
txn_002265,user_3823,2025-09-06 07:15:01.967335,99.09,grocery,9,5,9,27,965,3,38.85839506949629,373.9296200293353,4,61.00864750358267,133.57727573734377,0.6686738921212338,0.15623042127458858,desktop,online,214,0
txn_002266,user_8506,2025-09-15 15:15:01.967429,175.82,restaurant,1,0,9,43,1280,9,55.28575699735663,765.6948717214021,3,369.1492837210771,114.32532907529256,0.0628822248711554,0.00026119216820008617,tablet,contactless,661,0
txn_002267,user_9282,2025-09-16 07:15:01.967523,42.58,gas_station,9,1,9,44,267,8,111.80406785897247,978.975440554459,3,259.47974747688704,199.0921918027615,0.5843995282222968,0.3286708755893752,mobile,online,467,0
txn_002268,user_1989,2025-09-05 18:15:01.967616,10.64,grocery,22,4,9,64,907,9,76.42256619831811,271.04270889537554,5,214.860701700657,176.47060130573146,0.14944709655969132,0.22326287133111844,mobile,contactless,266,0
txn_002269,user_9681,2025-09-11 03:15:01.967709,433.39,grocery,13,3,9,70,1946,4,47.83929062635954,832.4748043419535,1,185.64027352841268,166.8406880128,0.2114287668620377,0.18239362162507583,mobile,contactless,963,0
txn_002270,user_7181,2025-08-24 06:15:01.967810,618.36,grocery,10,6,8,60,1319,8,190.04272147890535,54.1896272812948,5,192.5884736837455,126.54916730940444,0.5270212102383895,0.27406604533390433,desktop,contactless,1094,0
txn_002271,user_9690,2025-08-23 09:15:01.967903,15.68,gas_station,7,5,8,28,1133,2,28.538595087810805,605.3651291250361,4,445.1759470488835,38.70495834897899,0.201199309644991,0.1605095397162961,desktop,contactless,328,0
txn_002272,user_5855,2025-09-03 06:15:01.967997,229.31,grocery,10,2,9,54,1219,9,171.68259768716268,423.32357381964545,2,50.841205308303174,187.95438264627543,0.18791552490255148,0.3442645265344783,desktop,card_swipe,80,0
txn_002273,user_6737,2025-08-25 03:15:01.968091,9.96,restaurant,13,0,8,27,555,5,61.565992115801826,89.96473514695887,4,385.7851816089411,180.50512087279776,0.46822723654647147,0.361646061921223,mobile,contactless,823,0
txn_002274,user_3157,2025-08-17 20:15:01.968185,59.89,restaurant,20,6,8,31,705,7,127.38447881128583,363.59928768418183,5,210.69925416482928,133.75668594760975,0.6507091245750213,0.07273249065475962,tablet,card_swipe,81,0
txn_002275,user_4487,2025-08-19 12:15:01.968285,317.63,retail,4,1,8,58,816,7,99.66919343827267,285.275955977646,4,83.24177875418853,49.28182235714088,0.5003242856111239,0.10939960554309203,mobile,card_swipe,723,0
txn_002276,user_7033,2025-08-25 06:15:01.968380,26.54,restaurant,10,0,8,70,1840,9,120.46669276286626,679.5196481636104,2,185.09123090909682,102.71088962135444,0.31561889888141964,0.36522846769642964,mobile,contactless,176,0
txn_002277,user_5436,2025-08-21 14:15:01.968478,60.18,restaurant,2,3,8,48,152,8,58.30270909382873,432.5215007725155,3,472.711355163691,165.67265258417845,0.213120228472096,0.4101503406852927,desktop,card_chip,231,0
txn_002278,user_2122,2025-08-17 18:15:01.968575,67.66,restaurant,22,6,8,47,1845,3,82.95737646523627,939.1206093442714,5,485.94040043240443,74.44799633950876,0.15329153643829843,0.49045723645813577,mobile,card_swipe,1306,0
txn_002279,user_3512,2025-08-20 19:15:01.968669,6.81,restaurant,21,2,8,73,1018,5,166.0774231287809,472.11250272400724,2,323.0337432003552,35.55873846955295,0.7927229273225561,0.3921920440859875,desktop,card_swipe,1067,0
txn_002280,user_3609,2025-08-28 09:15:01.968766,72.12,online,7,3,8,21,1080,6,189.07297829622536,68.79323827622477,2,358.5069726723027,48.78146552451618,0.4544736511197991,0.41071981581369305,desktop,card_chip,715,0
txn_002281,user_6601,2025-08-30 17:15:01.968860,30.4,online,23,5,8,54,1167,6,33.63320471472129,650.2829134565469,3,254.00254942233354,114.34230517951939,0.5560600630039029,0.4062025025256986,tablet,card_chip,1197,0
txn_002282,user_5808,2025-09-14 11:15:01.969110,38.11,gas_station,5,6,9,70,1784,3,188.6468726533285,291.71920446769303,3,76.59506195463524,60.857894649583656,0.281000264301189,0.37537028040584547,desktop,online,330,0
txn_002283,user_2106,2025-09-01 12:15:01.969237,20.81,restaurant,4,0,9,24,778,1,27.684990101569838,376.6957383759057,1,307.25537691167426,161.01017352242712,0.3890927821703087,0.1668112784691309,desktop,card_swipe,960,0
txn_002284,user_6203,2025-09-04 12:15:01.969332,23.98,gas_station,4,3,9,41,938,5,174.02838828189155,690.375800236572,5,486.420502033852,35.28710935446125,0.6217104859744284,0.12917880755920397,tablet,contactless,1243,0
txn_002285,user_2456,2025-09-01 04:15:01.969435,56.41,online,12,0,9,41,1098,2,160.48325978390304,772.7995793910342,1,117.61886248042217,119.7836308564965,0.7633169581092516,0.4391461446111924,mobile,online,289,0
txn_002286,user_2913,2025-09-10 21:15:01.969594,17.68,grocery,19,2,9,33,825,9,52.67587278365744,710.0686178663829,4,134.17573143051044,171.8606767294245,0.44822849757288463,0.1624959974879595,tablet,card_swipe,1065,0
txn_002287,user_6053,2025-09-04 07:15:01.969752,94.41,online,9,3,9,40,555,6,119.22680357468084,286.6904154244445,5,55.88795693039457,29.182642925843204,0.534956743579779,0.29491353436249823,mobile,card_chip,422,0
txn_002288,user_3743,2025-09-07 06:15:01.969861,99.9,online,10,6,9,31,1775,3,95.5499922307457,948.0349092261105,4,332.75930804161794,132.33439315826314,0.41420816272272254,0.1642373548752326,mobile,contactless,1061,0
txn_002289,user_8655,2025-09-03 17:15:01.969979,42.5,retail,23,2,9,74,710,1,129.15992088549015,178.29230173696826,5,354.5572595103753,186.4381623714475,0.11654304697444334,0.1599226866925031,desktop,contactless,918,0
txn_002290,user_6601,2025-09-08 12:15:01.970088,21.21,online,4,0,9,53,1984,3,158.89007422798457,941.7654215049153,1,372.4220160358647,49.78942467422365,0.29497561249490395,0.02510634430570785,mobile,card_chip,31,0
txn_002291,user_8337,2025-08-22 19:15:01.970288,5.19,restaurant,21,4,8,21,1039,3,117.81418571061151,165.96747835469063,5,228.33684774266942,126.36917737412222,0.0167445192528378,0.4433054572992926,mobile,card_swipe,309,0
txn_002292,user_1850,2025-08-29 14:15:01.970386,69.31,retail,2,4,8,68,1412,4,157.52903684625147,233.38298885689122,1,234.2781204751649,147.79972290263257,0.2052801787705888,0.16243594053338345,mobile,card_swipe,1321,0
txn_002293,user_5499,2025-08-29 07:15:01.970480,66.91,online,9,4,8,48,751,9,11.368920458508835,311.77424985817873,4,343.8719337921009,54.749229750334166,0.3339427337600482,0.41290092107763154,tablet,card_swipe,1082,0
txn_002294,user_3281,2025-09-09 20:15:01.970574,52.91,gas_station,20,1,9,56,1163,4,101.24844098168111,313.7498765516437,5,259.72891168089996,62.51663486552103,0.1345005553993377,0.24676763821601633,tablet,online,16,0
txn_002295,user_3199,2025-08-19 15:15:01.970678,27.47,online,1,1,8,23,1406,5,35.166534016984976,424.5685783109878,2,423.55706592604326,122.48194862893497,0.044227774030774825,0.22544828530734484,desktop,contactless,1223,0
txn_002296,user_9475,2025-08-25 06:15:01.970773,105.9,grocery,10,0,8,58,405,8,86.6666654642283,217.3728759410986,1,115.74391300392645,193.49706901623696,0.011189089498519779,0.34069378530657174,tablet,contactless,762,0
txn_002297,user_5505,2025-09-02 07:15:01.970867,18.14,restaurant,9,1,9,19,1849,4,7.658218497589853,252.48773879508016,4,477.34764552123465,33.04640950838468,0.2784876729319392,0.29822364888582986,tablet,card_chip,139,0
txn_002298,user_1185,2025-08-28 08:15:01.970970,331.51,grocery,8,3,8,35,997,8,156.4457720385551,127.59796294661373,2,309.47887675119557,168.19287179840694,0.41125683509817473,0.15351246112102596,desktop,contactless,818,0
txn_002299,user_6649,2025-08-30 15:15:01.971069,43.44,online,1,5,8,57,698,2,13.21620765114635,195.7979340907465,2,187.308001258002,171.92582295545142,0.49913912133263283,0.14671916239452876,desktop,online,1036,0
txn_002300,user_3543,2025-09-01 16:15:01.971165,38.18,gas_station,0,0,9,45,1777,4,108.05734087496468,486.984600119088,4,103.67486162104987,77.93482372821877,0.6641769812146839,0.01760072809511737,tablet,card_chip,110,0
txn_002301,user_1724,2025-09-04 18:15:01.971260,7.59,grocery,22,3,9,29,1517,5,162.50242390561928,709.9582712014318,3,275.03415522332534,198.35401225076725,0.2462962094927532,0.24647905024482114,tablet,online,155,0
txn_002302,user_1778,2025-09-06 19:15:01.971354,29.15,restaurant,21,5,9,18,1553,4,86.406158262437,778.634446811022,4,469.81739009342374,114.72543321762402,0.4038525235896806,0.212138705399656,desktop,online,857,0
txn_002303,user_5474,2025-08-25 00:15:01.971451,41.4,retail,16,0,8,39,1580,4,108.90452618565578,940.2996113958876,1,394.44377984511254,110.18936004238341,0.6260056141487224,0.057716389837156934,mobile,online,843,0
txn_002304,user_9052,2025-09-09 10:15:01.971546,50.53,gas_station,6,1,9,21,957,7,149.33218174294782,580.7578410406338,3,312.695553751401,156.32582971259743,0.20466296363763165,0.2638604006847265,mobile,contactless,418,0
txn_002305,user_1000,2025-09-05 21:15:01.971643,114.22,retail,19,4,9,65,723,7,105.96996183334781,142.5683133293939,3,322.0639136203137,198.04368913573347,0.7890387530371051,0.304945717502649,tablet,card_swipe,474,0
txn_002306,user_8212,2025-08-29 00:15:01.971737,11.01,retail,16,4,8,40,442,9,81.1515562645865,954.2065271527715,2,71.4245619006762,157.4523288851063,0.5335279135469013,0.10192399048656042,mobile,online,1324,0
txn_002307,user_2600,2025-09-06 15:15:01.971829,49.45,retail,1,5,9,51,330,1,108.50158870190268,980.47381830475,2,308.09615990483417,149.92317559036178,0.7598416729984617,0.1320058839734886,mobile,card_swipe,1399,0
txn_002308,user_1155,2025-09-16 08:15:01.971922,34.44,online,8,1,9,55,605,6,63.03649116884038,675.6502498428616,5,152.6025548110157,117.00819090031203,0.2780031065825986,0.07992661841837545,desktop,contactless,271,0
txn_002309,user_3215,2025-08-20 19:15:01.972015,42.55,retail,21,2,8,44,813,2,145.28293726121308,331.6484031489967,4,305.9434237303095,98.15476937103561,0.5703756493172901,0.15845218491223417,mobile,contactless,1259,0
txn_002310,user_6044,2025-09-08 02:15:01.972140,229.96,retail,14,0,9,62,1784,5,149.7517031745929,82.33888893271599,3,65.83781764632403,54.184442589504314,0.04915160854889065,0.25080852059312647,desktop,contactless,425,0
txn_002311,user_9215,2025-08-26 20:15:01.972289,17.36,retail,20,1,8,29,1457,6,7.237226095173033,271.593328454234,4,133.8687054650307,85.03890903667543,0.6005326108385862,0.4038599446605299,desktop,contactless,779,0
txn_002312,user_9655,2025-09-12 22:15:01.972427,304.83,retail,18,4,9,25,438,9,145.81408315239932,109.58010263463052,1,52.74563503571426,163.90053041653545,0.33927176768085254,0.3211888559288885,mobile,contactless,120,0
txn_002313,user_2735,2025-08-26 20:15:01.972527,9.94,grocery,20,1,8,21,1341,8,92.05542704226923,219.41864086417982,1,171.73563210676065,41.98430027844796,0.03397873995779355,0.41895758995964283,tablet,card_chip,674,0
txn_002314,user_2482,2025-08-26 06:15:01.972630,23.91,grocery,10,1,8,36,864,8,18.07450441000862,491.28545487969853,1,92.88921352502851,57.27257241330383,0.793518571623252,0.16882882171864222,mobile,card_swipe,922,0
txn_002315,user_3952,2025-08-24 04:15:01.972730,81.6,online,12,6,8,65,1539,3,67.24602716411971,644.1997807457761,4,236.90427109707082,178.5703436549053,0.5188489938982793,0.4446772583506052,desktop,contactless,134,0
txn_002316,user_4724,2025-08-30 18:15:01.972826,19.39,restaurant,22,5,8,29,1110,6,159.1575265964453,209.9461451029097,1,68.72653423146255,37.48957706785916,0.6252647044226795,0.21997501073108638,tablet,contactless,1150,0
txn_002317,user_7322,2025-08-19 08:15:01.972924,13.83,restaurant,8,1,8,33,1955,9,8.888079438856057,310.8608386414568,2,80.74412250449876,98.3195718843614,0.3131664991692278,0.08880460215268776,mobile,card_swipe,405,0
txn_002318,user_2249,2025-08-29 13:15:01.973020,19.18,online,3,4,8,25,1577,3,55.19212838689644,754.9278034210181,1,354.8199777158336,146.4742281098401,0.6239817302593245,0.41528339066446285,tablet,online,968,0
txn_002319,user_6414,2025-09-13 12:15:01.973117,18.12,grocery,4,5,9,61,1120,9,173.53560258733393,573.9046134879309,1,128.36503773115095,39.076075649940584,0.19169388610579186,0.15694020639517953,desktop,online,274,0
txn_002320,user_7749,2025-08-31 14:15:01.973215,78.89,restaurant,2,6,8,56,1616,7,131.82058869689618,311.271689589184,2,291.61576396365274,80.52963717347292,0.022877176323857287,0.2755503382067712,tablet,contactless,730,0
txn_002321,user_6085,2025-09-09 02:15:01.973310,30.92,gas_station,14,1,9,21,648,3,8.505328392439381,249.87120320636947,5,58.258882534327014,171.29807035028338,0.7772385576966687,0.3516309966540891,desktop,online,1009,0
txn_002322,user_1925,2025-09-03 20:15:01.973405,12.93,gas_station,20,2,9,58,1083,6,14.6361424866984,86.37986689213132,5,483.4420169889876,128.8991763446677,0.7432790885535336,0.3452178472724434,mobile,contactless,1082,0
txn_002323,user_4974,2025-08-27 00:15:01.973499,55.57,restaurant,16,2,8,46,1306,5,50.94740574682304,224.69017305248732,2,322.73634987597086,105.03609248585447,0.3098016118765459,0.08413628172956417,tablet,card_swipe,183,0
txn_002324,user_9870,2025-09-16 06:15:01.973592,34.06,restaurant,10,1,9,41,1337,9,70.85479279084697,606.0958409343895,4,458.8901920036415,64.93718740390219,0.5757277407681868,0.015142096420495632,desktop,contactless,987,0
txn_002325,user_5458,2025-09-12 08:15:01.973689,143.74,online,8,4,9,41,733,9,178.3766981030587,655.3115944945675,2,259.14694705962773,58.15453213808923,0.2538783190558691,0.23437720166832177,desktop,card_swipe,685,0
